"Month","DayofMonth","DayOfWeek","DepTime","UniqueCarrier","Origin","Dest","Distance","dep_delayed_15min"
"5","8","1",1608,"DL","TLH","ATL",223,"Y"
"3","18","5",750,"WN","ISP","BWI",220,"N"
"12","1","5",630,"AA","FLL","SJU",1046,"N"
"7","11","1",1101,"US","CLT","MIA",650,"N"
"2","25","5",845,"WN","LAS","RNO",345,"N"
"5","24","3",1531,"HA","LIH","HNL",102,"N"
"7","7","5",1108,"DL","FLL","BDL",1173,"N"
"9","20","2",1004,"OO","SMX","LAX",135,"N"
"9","4","7",1959,"MQ","DCA","RDU",227,"N"
"7","2","6",1314,"AS","SEA","ANC",1449,"Y"
"3","22","2",1030,"UA","DTW","ORD",235,"N"
"9","4","7",722,"MQ","ORD","IAD",589,"N"
"5","18","3",1230,"OH","GSP","CVG",317,"N"
"1","29","7",1251,"CO","FLL","EWR",1065,"N"
"1","12","4",1350,"WN","GEG","LAS",806,"Y"
"11","15","3",1907,"NW","MSP","LAX",1536,"N"
"9","26","1",2056,"US","DCA","PVD",357,"N"
"12","8","4",1025,"WN","FLL","BNA",793,"N"
"3","13","7",1543,"US","PIT","MCO",834,"N"
"9","21","4",1422,"MQ","IND","ORD",177,"N"
"10","17","1",1057,"XE","BRO","IAH",308,"N"
"6","12","1",1943,"AA","RDU","ORD",647,"N"
"5","16","1",1650,"WN","MDW","IND",162,"N"
"11","28","1",1356,"B6","EWR","RSW",1068,"N"
"7","10","1",1852,"FL","ATL","LAX",1946,"N"
"2","16","3",525,"EV","GRR","ATL",640,"N"
"8","27","7",1444,"HA","HNL","LAS",2762,"N"
"8","13","6",2115,"WN","LAS","LAX",236,"N"
"9","20","2",1421,"MQ","DFW","MKE",853,"N"
"8","30","2",851,"OO","SLC","BZN",347,"N"
"1","24","1",1423,"CO","IAH","LAS",1222,"N"
"1","14","6",1158,"UA","IAD","TPA",810,"N"
"5","27","6",2303,"UA","LAX","ORD",1745,"N"
"10","11","3",1551,"NW","LAX","MSP",1536,"N"
"1","12","3",1017,"HP","PHX","CLE",1737,"N"
"12","8","5",1320,"OH","CVG","COS",1078,"N"
"8","21","7",2005,"WN","SMF","ONT",389,"Y"
"11","9","4",1944,"EV","PIT","ATL",526,"N"
"5","28","7",1007,"MQ","SGF","DFW",364,"N"
"11","17","4",2006,"MQ","MIA","GSO",710,"N"
"8","1","2",1435,"MQ","DFW","LBB",282,"N"
"1","8","6",712,"DL","SEA","ATL",2182,"N"
"6","21","3",1353,"AQ","HNL","OGG",100,"N"
"9","26","1",1613,"NW","PVD","DTW",614,"N"
"8","26","6",1142,"CO","PHX","CLE",1737,"N"
"1","30","1",1202,"B6","SAN","JFK",2446,"N"
"7","19","2",1224,"EV","VPS","CVG",608,"N"
"8","28","1",1540,"OH","ROC","ATL",749,"Y"
"3","10","4",2050,"OH","DAY","CVG",64,"N"
"8","18","5",852,"DL","TPA","JFK",1005,"N"
"7","24","7",957,"FL","ATL","LAX",1946,"N"
"7","22","6",1122,"XE","COS","IAH",809,"N"
"12","30","6",1257,"WN","SAN","SMF",480,"N"
"3","8","2",640,"US","MCO","PIT",834,"N"
"9","24","7",1248,"EV","ATL","AVL",164,"N"
"8","11","5",840,"OO","FSD","SLC",804,"N"
"10","15","6",750,"WN","SJC","SNA",342,"N"
"8","27","6",1206,"AA","FLL","DFW",1119,"N"
"5","2","1",621,"DL","RIC","CVG",413,"N"
"2","21","2",1728,"AA","PHX","DFW",868,"N"
"10","22","7",2030,"OO","AZO","ORD",122,"N"
"1","10","2",1958,"OH","CVG","IAD",388,"N"
"3","13","1",1410,"YV","SAV","CLT",213,"N"
"5","11","4",1240,"WN","BWI","HOU",1246,"N"
"1","14","6",605,"OH","BUF","CVG",410,"N"
"1","19","4",1125,"OH","SRQ","CVG",812,"N"
"1","25","2",1455,"OO","BZN","SLC",347,"N"
"2","16","3",1755,"WN","DTW","MDW",229,"N"
"11","12","7",756,"OO","SFO","SLC",599,"N"
"7","6","4",658,"F9","DEN","STL",770,"N"
"5","23","1",1631,"AS","SEA","SJC",697,"N"
"4","17","1",558,"NW","VPS","MEM",369,"N"
"4","9","7",1715,"AA","SJU","ORD",2072,"N"
"10","8","6",1326,"XE","IAH","RSW",861,"N"
"8","14","1",1420,"EV","MDW","ATL",590,"N"
"2","24","5",1820,"WN","BDL","MCO",1050,"N"
"10","19","4",2111,"OH","CVG","CAK",214,"Y"
"2","15","3",1654,"XE","CLE","MSN",402,"N"
"10","12","4",915,"OH","ATL","JFK",760,"N"
"3","22","3",1110,"YV","ORD","BNA",409,"N"
"11","8","2",653,"US","DCA","LGA",214,"N"
"11","11","6",1733,"AA","EWR","ORD",719,"Y"
"6","15","4",1945,"WN","BWI","BHM",682,"N"
"10","28","5",1951,"AS","SFO","PDX",550,"N"
"1","31","1",1739,"XE","CRW","IAH",975,"N"
"2","3","5",903,"NW","ORD","DTW",235,"N"
"12","15","4",1600,"AA","RSW","ORD",1120,"Y"
"10","23","1",843,"WN","MDW","PHX",1444,"N"
"8","13","7",1643,"EV","ABE","ATL",692,"Y"
"9","29","5",754,"EV","SLC","IAH",1195,"Y"
"9","8","4",1710,"NW","MSP","DTW",528,"N"
"9","28","4",1254,"DL","ATL","BDL",859,"N"
"4","15","5",1130,"MQ","CVG","ORD",264,"N"
"7","9","6",942,"MQ","LGA","GRR",618,"N"
"5","15","1",1045,"WN","PVD","TPA",1137,"N"
"12","14","4",714,"US","ALB","DCA",318,"Y"
"3","15","3",2105,"WN","MDW","OMA",423,"N"
"1","8","7",1728,"MQ","RDU","LGA",431,"N"
"2","24","4",648,"DL","BOS","SLC",2105,"N"
"12","22","5",1203,"OH","CVG","MKE",318,"Y"
"3","4","5",1636,"DL","ATL","BOS",946,"N"
"3","25","5",1100,"WN","LAX","PHX",370,"N"
"10","17","2",1806,"XE","EWR","ROC",246,"Y"
"1","7","6",1840,"YV","LEX","CLT",282,"N"
"8","17","3",1558,"DL","ATL","ORF",516,"Y"
"10","24","2",1858,"US","DCA","LGA",214,"N"
"1","11","2",808,"AA","SAN","DFW",1171,"N"
"6","20","1",1302,"MQ","SYR","ORD",607,"Y"
"5","31","3",636,"MQ","MRY","LAX",267,"N"
"6","1","3",1821,"XE","RIC","CLE",362,"N"
"8","9","2",1802,"EV","ATL","PIA",564,"Y"
"5","27","5",1840,"WN","LAX","LAS",236,"N"
"8","3","4",923,"OO","SGF","DEN",637,"N"
"4","17","7",1303,"EV","SLC","OKC",866,"N"
"8","23","3",657,"AA","SFO","MIA",2585,"N"
"8","23","2",756,"AS","DCA","LAX",2311,"N"
"9","8","4",2045,"CO","CLE","LAS",1825,"N"
"4","21","5",1127,"YV","DEN","HDN",142,"N"
"3","30","3",1848,"OO","DEN","CMH",1155,"N"
"1","30","7",1331,"DL","ATL","FLL",581,"Y"
"12","18","1",1709,"AA","DFW","IND",762,"Y"
"3","21","2",1240,"WN","HRL","HOU",276,"N"
"7","28","5",629,"AA","DFW","DCA",1192,"N"
"10","7","6",1041,"UA","LAS","SFO",414,"N"
"7","6","4",1342,"YV","DEN","ASE",125,"N"
"12","12","2",1256,"EV","BGR","ATL",1134,"N"
"2","21","1",1541,"US","PIT","BOS",496,"N"
"10","7","6",817,"NW","DFW","MSP",852,"Y"
"9","3","7",930,"AA","DFW","DEN",641,"N"
"7","6","4",712,"NW","MSP","MKE",297,"N"
"9","11","7",2155,"DL","ATL","BUF",712,"N"
"2","19","6",1831,"UA","MCO","IAD",758,"N"
"9","27","2",1401,"MQ","PIA","DFW",673,"N"
"7","31","7",1205,"EV","GNV","ATL",300,"N"
"9","16","6",635,"UA","MIA","ORD",1197,"N"
"9","22","4",1250,"HA","HNL","KOA",163,"N"
"8","29","1",1950,"WN","PDX","OAK",543,"N"
"7","16","7",947,"OO","SLC","BZN",347,"N"
"9","5","2",632,"OO","CIC","SFO",153,"N"
"11","8","2",1129,"DL","LGA","PBI",1035,"N"
"6","2","5",1759,"MQ","TYS","DFW",772,"Y"
"3","31","4",1757,"EV","AUS","SLC",1085,"N"
"6","1","3",1725,"OH","CHO","CVG",342,"Y"
"11","30","4",1453,"CO","SJU","EWR",1608,"N"
"7","2","7",1618,"XE","ORD","EWR",719,"Y"
"8","16","3",1207,"NW","DTW","SEA",1927,"N"
"10","7","5",829,"DL","LGA","BOS",185,"N"
"3","28","2",1847,"XE","IAH","BFL",1428,"Y"
"8","10","4",1336,"YV","DEN","COS",72,"Y"
"10","26","4",947,"OO","BUR","SLC",574,"N"
"10","16","7",705,"WN","ABQ","DAL",580,"N"
"3","1","2",843,"NW","BOI","MSP",1142,"Y"
"4","17","1",745,"WN","MDW","BWI",611,"N"
"7","3","1",700,"WN","BUR","SJC",296,"N"
"3","10","4",1142,"WN","MDW","LAX",1750,"N"
"8","10","3",800,"WN","LAS","MDW",1521,"N"
"3","17","5",853,"B6","BOS","MCO",1121,"N"
"7","8","6",1215,"XE","CLE","ALB",424,"N"
"10","31","2",1940,"DL","LGA","BOS",185,"N"
"12","25","7",1026,"XE","IAH","GPT",376,"N"
"2","22","3",2124,"NW","MSP","FSD",197,"N"
"6","11","7",2129,"AA","DFW","OMA",583,"N"
"9","12","2",1834,"HA","ITO","HNL",216,"N"
"10","27","5",1942,"AA","OKC","DFW",175,"Y"
"2","28","1",850,"OO","MEM","DEN",872,"N"
"1","7","6",1200,"WN","DAL","HOU",239,"N"
"9","16","5",1124,"OH","BHM","CVG",396,"N"
"9","12","2",1706,"OO","SLC","COS",410,"N"
"8","31","4",1100,"UA","DEN","PIT",1290,"N"
"3","18","5",1214,"CO","DTW","EWR",487,"N"
"6","5","1",1826,"YV","ASE","DEN",125,"N"
"6","2","4",1725,"MQ","SBA","LAX",89,"N"
"2","16","3",751,"CO","CLE","LGA",418,"N"
"11","26","7",1454,"US","TPA","CLT",508,"N"
"4","3","7",733,"AA","LGA","MSY",1183,"N"
"4","10","1",1837,"MQ","ORD","GRB",174,"N"
"5","25","3",1025,"WN","DAL","LBB",293,"N"
"1","13","4",1157,"UA","DEN","LGA",1619,"Y"
"1","13","5",1307,"EV","CAE","ATL",191,"N"
"3","15","2",2205,"WN","BWI","MHT",377,"N"
"7","12","2",1247,"AA","LAX","IAD",2288,"N"
"11","18","5",758,"UA","BOS","ORD",867,"N"
"3","19","7",610,"YV","JFK","IAD",228,"N"
"8","8","2",1042,"UA","SFO","IAD",2419,"N"
"5","27","5",707,"B6","OAK","JFK",2576,"N"
"11","22","2",829,"DL","CVG","SLC",1449,"N"
"11","10","4",755,"MQ","LGA","CLE",418,"N"
"6","30","5",654,"NW","IND","DTW",231,"N"
"6","24","6",1700,"OH","LGA","PWM",270,"Y"
"8","9","3",1150,"DL","SEA","JFK",2421,"N"
"10","8","7",1138,"OO","DEN","GTF",624,"N"
"11","2","4",824,"B6","LGB","SMF",387,"N"
"2","3","5",701,"OO","TUS","SFO",751,"N"
"1","6","5",1239,"FL","PHL","ATL",665,"N"
"5","11","3",830,"WN","HOU","OKC",419,"N"
"12","16","5",645,"UA","SNA","DEN",846,"N"
"7","22","5",1611,"US","PHL","MSY",1088,"Y"
"1","10","1",1333,"DL","BTR","ATL",449,"N"
"4","29","6",839,"XE","EWR","GSO",446,"N"
"1","23","1",2112,"DL","CLT","ATL",227,"Y"
"4","8","5",557,"XE","DAL","IAH",217,"N"
"7","6","3",1053,"AA","IAH","DFW",224,"N"
"3","16","4",1055,"WN","SJC","ONT",333,"Y"
"5","16","1",1801,"UA","IAD","SAN",2253,"N"
"3","27","7",1344,"OO","SEA","PSC",172,"N"
"11","26","6",1130,"WN","OMA","PHX",1037,"N"
"9","11","7",1210,"XE","IAH","ELP",667,"N"
"9","6","3",1247,"OO","DFW","SLC",988,"Y"
"7","27","3",957,"WN","ABQ","BWI",1670,"N"
"1","2","7",1800,"EV","DFW","HOU",247,"Y"
"9","28","4",2254,"NW","DTW","LGA",501,"Y"
"8","3","3",831,"DH","BDL","IAD",326,"N"
"4","5","3",1816,"OO","RDD","SFO",199,"N"
"2","21","2",942,"WN","HRL","SAT",233,"N"
"9","8","4",1612,"DL","CLE","ATL",554,"N"
"5","21","6",2013,"DL","ATL","SRQ",445,"N"
"11","28","1",2020,"WN","JAN","HOU",359,"Y"
"4","20","4",1601,"OH","TOL","CVG",181,"N"
"1","18","3",1242,"EV","ICT","ATL",781,"Y"
"4","12","3",732,"DL","LAX","ATL",1946,"N"
"6","29","4",1831,"MQ","LIT","DFW",304,"N"
"12","27","2",1608,"MQ","ORD","CVG",264,"N"
"10","12","3",1240,"WN","HOU","LIT",393,"N"
"1","14","5",1233,"WN","BWI","BUF",281,"Y"
"1","15","6",1554,"US","CHS","CLT",168,"N"
"12","19","2",1055,"B6","BOS","TPA",1185,"N"
"3","30","3",1934,"MQ","DFW","SGF",364,"N"
"10","15","6",1113,"DL","SLC","SNA",588,"N"
"6","26","1",1522,"OO","DEN","SGF",637,"N"
"6","19","1",628,"CO","MIA","IAH",964,"N"
"9","7","4",759,"DL","ATL","ORD",606,"N"
"3","29","3",1908,"NW","DTW","FNT",56,"N"
"7","30","7",1945,"YV","CAE","ORD",666,"Y"
"9","28","4",801,"OO","SLC","IDA",188,"N"
"3","31","5",1134,"AA","ORD","JAC",1162,"N"
"8","21","1",632,"WN","SAT","ELP",496,"N"
"1","24","1",2030,"EV","BWI","ATL",576,"Y"
"10","27","4",1252,"DH","CMH","IAD",299,"N"
"10","6","5",2111,"WN","BWI","PBI",883,"Y"
"4","6","4",621,"MQ","CMH","BOS",640,"N"
"11","1","3",600,"XE","PWM","EWR",284,"N"
"5","18","3",1020,"WN","SAN","ELP",636,"N"
"8","21","7",2217,"UA","SFO","BWI",2457,"N"
"8","29","2",1003,"OO","MFR","SFO",329,"Y"
"12","6","3",1053,"OH","CVG","PHL",507,"N"
"8","29","1",2348,"HP","LAS","PDX",762,"N"
"1","26","3",1329,"UA","ORD","CMH",296,"N"
"12","24","7",1957,"AA","BNA","LGA",764,"N"
"4","11","1",2003,"HP","MCO","LAS",2039,"N"
"2","24","4",1030,"WN","MDW","MCO",989,"N"
"3","29","3",759,"UA","ORD","LAS",1515,"N"
"8","2","2",2325,"HP","PHX","LAX",370,"Y"
"1","19","4",1418,"NW","MSP","LAS",1300,"N"
"8","31","4",940,"WN","SMF","PHX",647,"N"
"2","15","2",1700,"NW","DTW","ALB",488,"N"
"5","22","1",1740,"AA","SJU","BDL",1666,"N"
"11","25","6",1219,"AA","ORD","RDU",647,"N"
"7","8","5",2059,"HP","LAX","LAS",236,"N"
"6","14","2",1142,"DL","ATL","MSY",425,"N"
"4","17","7",1546,"CO","SAN","EWR",2425,"N"
"2","26","6",1605,"AA","MIA","RDU",700,"N"
"2","20","1",2000,"UA","LAX","SFO",337,"Y"
"12","3","6",807,"AA","LAX","ORD",1745,"N"
"12","4","7",1037,"B6","BOS","MCO",1121,"N"
"10","25","3",1535,"OO","DEN","FSD",483,"N"
"1","29","6",1854,"CO","EWR","BQN",1585,"N"
"5","20","5",835,"CO","AUS","IAH",140,"N"
"1","8","7",1220,"XE","CLE","MKE",328,"N"
"6","11","6",1803,"MQ","DFW","ABI",158,"N"
"2","8","3",1312,"DL","SJC","SLC",585,"N"
"12","13","2",1212,"F9","DEN","SJC",948,"N"
"2","25","6",941,"AA","SAT","DFW",247,"N"
"4","25","1",1220,"DL","FLL","BOS",1237,"N"
"4","5","2",1030,"EV","ILM","ATL",377,"N"
"10","29","6",1128,"AA","MCO","ORD",1005,"N"
"5","26","5",1135,"EV","ABY","ATL",146,"N"
"4","3","1",1037,"AA","MSP","ORD",334,"N"
"10","20","5",1758,"DL","ATL","DEN",1199,"N"
"8","7","1",2032,"F9","DEN","MDW",895,"N"
"5","30","2",827,"OO","DEN","BIL",455,"N"
"8","20","7",1815,"UA","LAX","LAS",236,"Y"
"4","8","5",1717,"WN","DAL","AUS",189,"Y"
"7","7","4",2006,"UA","ANC","ORD",2846,"N"
"8","24","3",1134,"AS","SEA","BOI",399,"N"
"10","5","3",1356,"MQ","MSN","ORD",109,"N"
"4","21","5",1546,"XE","IAH","CRP",201,"Y"
"8","23","3",1459,"US","ORD","LAS",1515,"N"
"7","20","3",1310,"WN","MDW","LAS",1521,"Y"
"8","6","7",858,"NW","ATL","DTW",594,"N"
"1","17","1",1102,"OO","LAX","SMX",135,"N"
"4","26","3",715,"AA","FLL","SJU",1046,"N"
"8","10","4",1432,"EV","VPS","ATL",264,"Y"
"12","2","5",1554,"US","LGA","BOS",185,"N"
"5","19","4",1809,"CO","EWR","CLE",404,"Y"
"1","16","7",1256,"XE","EWR","OMA",1133,"N"
"7","2","6",1209,"AA","LAX","BOS",2611,"N"
"10","13","5",1333,"DL","ATL","JAX",270,"N"
"11","28","2",756,"UA","SAN","DEN",853,"N"
"2","2","4",1900,"WN","ISP","MCO",972,"N"
"6","14","2",716,"NW","MSP","RDU",981,"N"
"12","6","2",2107,"NW","DTW","ALB",488,"N"
"8","1","2",746,"OO","RAP","SLC",508,"N"
"10","20","4",1753,"MQ","JFK","BOS",187,"N"
"3","7","1",1611,"EV","IND","CVG",98,"N"
"7","2","6",1602,"MQ","ORD","BNA",409,"N"
"9","7","3",1426,"FL","TPA","CAK",894,"N"
"7","22","5",2150,"WN","OAK","LAS",407,"Y"
"12","5","1",1433,"NW","GRB","MSP",252,"N"
"9","7","3",1615,"MQ","ORD","MSN",109,"N"
"3","11","5",1230,"DL","LGA","DCA",214,"N"
"2","12","6",1750,"WN","OAK","BUR",325,"N"
"7","12","2",1740,"NW","EWR","MSP",1008,"N"
"12","30","6",2105,"YV","SBA","LAS",288,"N"
"12","10","6",1105,"NW","IND","LAS",1591,"N"
"12","14","3",1400,"XE","EWR","CLT",529,"N"
"7","17","1",1316,"WN","SLC","PHX",507,"N"
"5","20","6",1650,"WN","AUS","TPA",928,"Y"
"2","24","4",2015,"WN","RNO","OAK",180,"N"
"5","21","7",1559,"AA","ELP","DFW",551,"N"
"9","19","1",645,"HP","LAS","PHX",256,"N"
"10","17","2",1130,"YV","OKC","ORD",693,"Y"
"7","22","6",1955,"NW","MSP","LAX",1536,"N"
"4","27","3",1213,"OO","DEN","GJT",212,"N"
"8","3","3",1517,"UA","LAX","ORD",1745,"Y"
"4","15","5",1629,"US","PBI","CLT",590,"N"
"3","11","6",1237,"OO","LAX","MRY",267,"N"
"2","18","6",935,"FL","DCA","RSW",892,"Y"
"5","11","4",1601,"MQ","ORD","AZO",122,"Y"
"8","21","7",1801,"OO","SAT","ORD",1041,"Y"
"3","31","5",800,"MQ","RDU","LGA",431,"N"
"12","22","5",1455,"AA","EWR","DFW",1372,"Y"
"6","4","7",1450,"DL","ATL","BDL",859,"N"
"2","1","2",2152,"DH","IAD","GSO",239,"Y"
"11","15","2",814,"AA","ATL","DFW",732,"N"
"2","10","4",1323,"OH","MCO","RDU",534,"N"
"9","30","5",1409,"UA","LAS","LAX",236,"N"
"6","12","1",1413,"NW","CLT","MSP",930,"N"
"1","19","3",928,"US","DCA","BOS",399,"N"
"7","27","4",842,"MQ","SJC","LAX",308,"N"
"12","18","7",1812,"US","LGA","PIT",335,"N"
"6","8","4",1435,"XE","IAH","ABQ",744,"N"
"5","14","7",1545,"WN","SEA","PHX",1107,"N"
"2","18","6",1236,"AS","DEN","SEA",1024,"Y"
"6","1","4",637,"US","BOS","DCA",399,"N"
"4","18","2",757,"CO","PHX","EWR",2133,"N"
"7","13","3",706,"CO","EWR","SJU",1608,"N"
"3","29","2",1254,"XE","IAD","EWR",213,"N"
"12","22","5",722,"WN","MDW","PHX",1444,"Y"
"6","29","4",924,"AA","MIA","PHL",1013,"N"
"3","16","4",928,"AA","BWI","DFW",1217,"N"
"3","2","3",1445,"DL","ATL","FLL",581,"N"
"2","27","1",1020,"OH","SDF","CVG",83,"N"
"7","9","6",820,"NW","MBS","DTW",98,"N"
"10","12","4",848,"FL","FLL","ATL",581,"N"
"1","26","3",2048,"WN","LIT","DAL",296,"Y"
"6","13","1",1650,"MQ","DFW","TYR",103,"Y"
"4","18","1",1600,"WN","DAL","HOU",239,"N"
"8","14","7",716,"NW","MSP","DCA",931,"N"
"6","5","1",1448,"F9","PDX","DEN",992,"N"
"12","20","3",1208,"AA","LAX","MIA",2342,"N"
"6","1","4",1704,"OO","ORD","JAX",865,"N"
"1","14","6",1843,"WN","PHX","IND",1489,"Y"
"11","29","2",1901,"XE","IAH","MOB",427,"N"
"11","17","5",1814,"AA","DEN","ORD",888,"N"
"3","3","4",2028,"DL","LGA","DCA",214,"N"
"2","14","1",700,"CO","AUS","IAH",140,"N"
"10","31","2",1900,"TZ","MDW","LGA",725,"N"
"11","5","6",1109,"WN","MDW","LAS",1521,"N"
"2","15","2",1851,"US","PHL","SJU",1576,"Y"
"4","30","7",1258,"MQ","BOS","JFK",187,"N"
"12","27","2",1338,"WN","OAK","LAX",337,"Y"
"3","10","5",1356,"DL","SFO","ATL",2139,"N"
"7","13","3",1324,"XE","LBB","IAH",458,"N"
"4","8","5",1558,"AA","DFW","ORD",802,"N"
"3","1","2",1749,"AA","DTW","DFW",987,"Y"
"1","30","1",1310,"WN","MDW","MCO",989,"N"
"2","28","2",728,"WN","TPA","FLL",197,"N"
"4","15","5",900,"XE","CLE","MKE",328,"N"
"5","6","5",1050,"WN","OAK","LAS",407,"N"
"7","8","6",1541,"UA","ORD","CLT",599,"N"
"1","23","1",1019,"NW","MSP","TPA",1307,"N"
"9","21","4",558,"NW","PWM","DTW",668,"N"
"5","8","1",2212,"OO","LAX","PSP",110,"N"
"1","17","1",1140,"OH","CVG","AZO",225,"N"
"5","20","6",1853,"AA","LAX","KOA",2504,"Y"
"10","7","6",1223,"UA","IAD","MIA",921,"N"
"4","6","4",1712,"OO","MSO","SLC",436,"N"
"3","10","4",1633,"MQ","HOU","DFW",247,"N"
"11","21","2",1648,"WN","OMA","MDW",423,"N"
"5","25","4",1745,"OO","SFO","RDD",199,"Y"
"4","17","7",733,"HP","PHX","ONT",325,"N"
"6","26","1",952,"DL","ATL","BWI",576,"Y"
"11","30","4",2015,"MQ","DFW","DSM",624,"Y"
"11","23","3",1318,"UA","SLC","DEN",391,"N"
"8","22","1",1834,"US","BWI","PHL",90,"N"
"7","23","6",710,"WN","MDW","PHX",1444,"N"
"6","8","3",1029,"OO","DEN","BHM",1082,"N"
"2","20","1",1129,"NW","DTW","BOS",632,"Y"
"7","17","1",810,"OH","CVG","IAD",388,"N"
"5","29","1",1110,"WN","PHL","BDL",196,"N"
"2","21","2",953,"WN","PHX","SAT",843,"Y"
"8","9","3",954,"EV","ATL","ATW",765,"N"
"7","16","7",858,"OO","BFL","SFO",238,"N"
"1","21","5",834,"UA","DEN","PDX",992,"N"
"10","4","2",1217,"US","PWM","PHL",365,"Y"
"2","7","1",827,"NW","MSO","MSP",1013,"N"
"8","8","2",844,"XE","STL","IAH",668,"N"
"11","22","3",731,"XE","IAH","OKC",395,"N"
"2","2","4",1220,"WN","OAK","SNA",371,"N"
"9","7","4",1858,"US","LGA","DCA",214,"N"
"3","19","7",1635,"WN","MDW","PHL",668,"N"
"5","23","2",715,"WN","LAS","PHX",256,"N"
"1","9","1",2112,"OO","SLC","GTF",463,"N"
"7","13","4",1111,"UA","PDX","LAX",834,"N"
"10","25","3",1914,"NW","DTW","BOS",632,"N"
"8","4","5",810,"NW","BNA","MSP",695,"N"
"2","10","4",1219,"AA","ORD","DCA",612,"N"
"1","4","2",1026,"US","CLT","ATL",227,"N"
"2","6","7",2130,"OH","CVG","ICT",699,"Y"
"9","16","6",737,"AA","ORD","RDU",647,"N"
"2","16","4",1507,"DL","DCA","ATL",547,"N"
"8","29","1",1650,"XE","CLE","IND",261,"N"
"12","8","5",1039,"WN","SNA","OAK",371,"N"
"3","23","4",928,"OO","DSM","DEN",589,"N"
"1","14","6",717,"AA","MIA","PHL",1013,"Y"
"10","9","7",940,"WN","SAN","OAK",446,"N"
"8","19","5",2107,"F9","SNA","DEN",846,"Y"
"8","17","4",904,"US","PHX","CMH",1671,"N"
"2","28","1",1839,"UA","DEN","TPA",1506,"N"
"9","1","4",1443,"MQ","FAT","LAX",209,"N"
"9","17","7",1530,"FL","HPN","ATL",780,"N"
"5","25","4",2133,"AS","SEA","FAI",1533,"N"
"5","18","4",612,"F9","PDX","DEN",992,"N"
"9","5","1",1504,"NW","DTW","MSP",528,"N"
"2","23","4",1639,"XE","MAF","IAH",429,"N"
"4","7","4",1750,"OO","SAT","ORD",1041,"Y"
"7","19","3",722,"CO","IAH","LAS",1222,"N"
"10","11","3",733,"OO","SNA","LAX",36,"N"
"5","9","1",2109,"DH","IAD","CMH",299,"N"
"7","18","2",828,"FL","MDW","DFW",797,"N"
"3","17","5",1703,"UA","ORD","SMF",1781,"N"
"11","24","5",1958,"DL","ATL","SAV",215,"N"
"4","17","7",1248,"B6","RSW","JFK",1074,"N"
"1","20","5",738,"MQ","ORD","HSV",510,"N"
"9","19","2",757,"DL","ROC","ATL",749,"N"
"9","30","6",1502,"B6","JFK","BUF",301,"N"
"1","31","1",1337,"EV","SLC","OKC",866,"Y"
"12","8","5",1734,"US","PHX","SNA",338,"N"
"12","10","6",1202,"AA","ORD","RDU",647,"N"
"10","22","6",1317,"NW","MCI","DTW",629,"N"
"10","5","3",735,"DL","SFO","JFK",2586,"N"
"3","10","4",545,"OH","ROC","CVG",461,"N"
"4","2","6",2020,"DL","FLL","ATL",581,"Y"
"10","10","1",1151,"MQ","SJT","DFW",228,"Y"
"9","12","1",625,"US","IAH","PHL",1324,"N"
"10","9","7",1645,"CO","IAH","LGA",1416,"Y"
"8","27","6",1600,"WN","MCO","PHL",861,"N"
"2","13","1",1454,"EV","ATL","MHT",952,"N"
"4","5","2",713,"AA","DTW","ORD",235,"N"
"11","13","1",641,"DL","LAS","SLC",368,"N"
"2","24","4",1332,"US","PIT","CLT",366,"N"
"9","5","1",708,"AS","GEG","LAX",945,"N"
"12","23","6",1050,"WN","MCO","SAT",1040,"N"
"4","16","7",917,"MQ","DFW","FSM",228,"N"
"2","27","7",1706,"DL","ATL","MCO",403,"Y"
"10","30","7",1623,"AA","ORD","PHL",678,"N"
"11","12","6",1045,"WN","PHX","SAN",304,"N"
"1","3","2",710,"YV","SJC","LAS",386,"N"
"11","26","6",1046,"AA","ORD","OGG",4184,"N"
"4","5","3",825,"WN","PHX","MCO",1848,"N"
"4","6","3",639,"XE","PIT","EWR",319,"N"
"10","31","2",706,"AA","IAH","ORD",925,"N"
"2","23","4",1509,"AA","CLT","DFW",936,"N"
"2","5","7",817,"YV","IAD","DTW",383,"N"
"3","26","6",818,"B6","JFK","SAN",2446,"Y"
"7","1","6",2011,"UA","DEN","MSP",680,"N"
"12","27","2",623,"UA","LAX","SFO",337,"Y"
"7","5","3",1955,"AA","DFW","LAX",1235,"Y"
"2","7","1",630,"WN","RDU","MCO",534,"N"
"8","9","3",1255,"NW","MSP","OMA",282,"N"
"7","17","7",22,"XE","EWR","ALB",143,"Y"
"7","8","5",1414,"NW","PDX","MSP",1426,"N"
"4","6","4",915,"FL","ATL","MDW",590,"N"
"11","6","1",2148,"AA","DFW","ATL",732,"Y"
"1","14","5",2200,"WN","SMF","SEA",605,"Y"
"9","30","5",1540,"OH","AUS","CVG",958,"N"
"10","18","2",1140,"DL","SLC","OGG",2936,"N"
"11","8","2",1356,"DL","ATL","TPA",406,"N"
"6","27","2",1125,"WN","MDW","BNA",395,"Y"
"11","16","4",1620,"WN","ABQ","MCO",1552,"N"
"4","23","7",1030,"WN","TPA","PVD",1137,"N"
"10","12","4",855,"MQ","MEM","ORD",491,"Y"
"7","28","5",1853,"OH","CVG","BHM",396,"N"
"4","14","4",1955,"OO","JAC","SLC",205,"N"
"4","28","4",1844,"NW","MSP","GRB",252,"N"
